Albums,Bio,Born,Born In,Dies,Listeners,Period,Similar Composers,Tags,Top Songs,composer,wiki
"['Walther von der Vogelweide - Herz, Prich!: Medieval German Music', 'Walther von der Vogelweide - Minnesang - The Golden Age', 'Walther von der Vogelweide - Under The Greenwood Tree', 'Walther von der Vogelweide - World of Early Music', 'Walther von der Vogelweide - Music of the Crusades']","Walther von der Vogelweide lived from 1170 to 1230. Belonging to the lower ranks of the nobility known as the ministerialis (etymological source of the word ""minstrel""), he owned neither land nor title and traveled across the German lands, performing his songs for a living. In the middle of a civil war when Germany was torn into antagonistic states and factions, Walther dreamed of a united German realm under one Emperor, and many of his songs convey his vision of political harmony and idealism. <a href=""https://www.last.fm/music/Walther+von+der+Vogelweide"">Read more on Last.fm</a>",1175,"Toulouse, Haute-Garonne, Occitanie, France",1206 (aged 31),3700,Medieval,"['Neidhart von Reuental', 'Gherardello da Firenze', 'Wolfram von Eschenbach', 'Oswald von Wolkenstein', 'Niccolò da Perugia']",[],"['Walther von der Vogelweide - Under der linden an der heide', 'Walther von der Vogelweide - Palastinalied', 'Walther von der Vogelweide - Palästinalied', 'Walther von der Vogelweide - Nu alrest leb ich mir werde, ""Palastinalied""', 'Walther von der Vogelweide - Under der linden', 'Walther von der Vogelweide - Mir hat eyn liet von vranken', 'Walther von der Vogelweide - Unter der Linden', 'Walther von der Vogelweide - Palestinalied', 'Walther von der Vogelweide - Under Der Linden An Der Heide - Arr. S. Berger', 'Walther von der Vogelweide - Nu Alrest Lebe Ich Mir Werde']",Walther von der Vogelweide,/wiki/Walther_von_der_Vogelweide
"['Gaucelm Faidit - Magna Melodia - Medieval Music From The Time Of The Magna Carta', 'Gaucelm Faidit - Music of the Crusades', 'Gaucelm Faidit - Faidit: Troubadour Music from the 12th-13th Centuries', 'Gaucelm Faidit - Moyen Age: Musique instrumentale du moyen âge (Instrumental music of the Middle Ages)', 'Gaucelm Faidit - Chansons de Troubadours et Danses de Jongleurs']","Gaucelm Faidit (c. 1170 – c. 1202) was a troubadour, born in Uzerche, in the Limousin, from a family of knights in service of the count of Turenne. He travelled widely in France, Spain, and Hungary. His known patrons include Geoffrey II, Duke of Brittany and Dalfi d'Alvernha; he was at one time in Poitiers at the court of Richard I of England, for whose death he wrote a famous planh (lament). It is possible, but controversial, that Gaucelm took <a href=""https://www.last.fm/music/Gaucelm+Faidit"">Read more on Last.fm</a>",1170,"Uzerche, Corrèze, Nouvelle-Aquitaine, France",1202 (aged 32),846,Medieval,"['Thibaut de Champagne', 'Marcabru', 'Bertran de Born', 'Walther von der Vogelweide', 'Raimbaut de Vaqueiras']",[],"['Gaucelm Faidit - Fort Chose Avias', 'Gaucelm Faidit - Fortz chausa es que tot lo major dan', 'Gaucelm Faidit - Fortz Chausa Es', ""Gaucelm Faidit - Fort chos' oiatz"", 'Gaucelm Faidit - Del gran golfe de mar (arr. A.-M. Lablaude-Vellard)', ""Gaucelm Faidit - Faidit: Vos que'm semblatz dels corals amadors"", 'Gaucelm Faidit - Fortz causa es que tot lo major dan', 'Gaucelm Faidit - Jamais nuill tems', 'Gaucelm Faidit - Lo rossignolet salvatage', 'Gaucelm Faidit - Lo Rossinholet Selvatge']",Gaucelm Faidit,/wiki/Gaucelm_Faidit
"['Pérotin - LEONIN / PEROTIN: Sacred Music from Notre-Dame Cathedral', 'Pérotin - The School of Notre Dame', 'Pérotin - Perotin (The Hilliard Ensemble)', 'Pérotin - Vocal Ensemble Music - Seized By Sweet Desire - Singing Nuns And Ladies, From The Cathedral To The Bed Chamber', 'Pérotin - Perotin']","Pérotin (fl. c. 1200) was a European composer, believed to be French, who lived around the end of the twelfth and beginning of the thirteenth century. He was the most famous member of the Notre Dame school of polyphony. He was one of very few composers of his day whose name has been preserved, and can be reliably attached to individual compositions; this is due to the testimony of an anonymous English student at Notre Dame known as Anonymous IV, who wrote about him. <a href=""https://www.last.fm/music/+noredirect/P%C3%A9rotin"">Read more on Last.fm</a>",1160,,1230 (aged 70),22369,Medieval,"['Léonin', 'Johannes Ockeghem', 'Guillaume Dufay', 'Josquin des Prez', 'Orlando di Lasso']",[],"['Pérotin - Beata viscera (monophonic conductus)', 'Pérotin - Viderunt Omnes', 'Pérotin - Beata viscera', 'Pérotin - Viderunt omnes... (4-part organum)', 'Pérotin - Sederunt Principes (Perotin)', 'Pérotin - Alleluia / Posui adiutorium', 'Pérotin - Sederunt principes (4-part organum / plainchant)', 'Pérotin - Sederunt Principes', 'Pérotin - Alleluia Nativitas', 'Pérotin - Dum Sigillum']",Pérotin,/wiki/P%C3%A9rotin
[],"<a href=""https://www.last.fm/music/VAQUEIRAS"">Read more on Last.fm</a>",1160,,1230 (aged 70),5,Medieval,[],[],"['VAQUEIRAS - Calenda maya', 'VAQUEIRAS - Kalenda Maya']",Vaqueiras,/wiki/Vaqueiras
"['Blondel De Nesle - Under the Greenwood Tree', 'Blondel De Nesle - Medieval Music (The Cross of Red - Music of Love and War From the Time of the Crusades)(New Orleans Musica Da Camera)', 'Blondel De Nesle - Choral Music (German) - Pfluger, H.-G. / Luther, M. / Petzold, J. / Bach, J.S. / Gruber, F.X. / Reading, J. / Nicolai, P.', 'Blondel De Nesle - Josquin Des Prez: Messe Gaudeamus - Les Fresques Musicales de St. Bonnet-le Chateau', 'Blondel De Nesle - (null)']","Blondel de Nesle - either Jean I of Nesle (c. 1155 – 1202) or his son Jean II of Nesle (d. 1241) - was a French trouvère.  The name 'Blondel de Nesle' is attached to twenty-four or twenty-five works. He was identified in 1942, by Holger Dyggve, as Jean II of Nesle (near Amiens), who was nicknamed 'Blondel' for his long blond hair. He married at the time of his father's death in 1202, and that same year, went on the Fourth Crusade; he later fought in the Albigensian Crusade. <a href=""https://www.last.fm/music/Blondel+De+Nesle"">Read more on Last.fm</a>",1155,,1202 (aged 47),521,Medieval,"['Marcabru', 'Peirol', 'Walther von der Vogelweide', 'Giraut de Bornelh', 'Thibaut de Champagne']",[],"['Blondel De Nesle - Cuers desirous apaie', ""Blondel De Nesle - A l'entrant d'este"", ""Blondel De Nesle - A l'entrant d'este que li tens s'agence"", 'Blondel De Nesle - Onques maiz nus hom ne chanta (Chanson)', ""Blondel De Nesle - L'Amour dont sui espris"", ""Blondel De Nesle - L'amours dont sui espris"", ""Blondel De Nesle - A l'entree d'este - estampie royale"", 'Blondel De Nesle - Onques Maiz Nus Hom Ne Chanta', 'Blondel De Nesle - Ma Joie Me Semont', ""Blondel De Nesle - A L'entrant D'esté, R 620""]",Blondel de Nesle,/wiki/Blondel_de_Nesle
"['Arnaut Daniel - DHM Splendeurs: Dante & Les Troubadours', 'Arnaut Daniel - The Dante Troubadours', 'Arnaut Daniel - Dante and the Troubadours', 'Arnaut Daniel - (null)', 'Arnaut Daniel - album']","Arnaut Danièl was a Provençal troubadour of the 13th century, praised by Dante and called ""Grand Master of Love"" by Petrarch. In the 20th century he was lauded by Ezra Pound as the greatest poet to have ever lived.  According to one vida, Daniel was born of a noble family at the castle of Ribeyrac in Périgord; however, the scant contemporary sources point to him being a jester with pernicious economic troubles. Raimon de Durfort calls him ""a student, ruined by dice and shut-the-box"". <a href=""https://www.last.fm/music/Arnaut+Daniel"">Read more on Last.fm</a>",1150,,1210 (aged 60),208,Medieval,"['Bertran de Born', 'Giraut de Bornelh', 'Peire Vidal', 'Marcabru', 'Blondel De Nesle']",[],"[""Arnaut Daniel - Lo ferm voler qu'el cor m'intra"", ""Arnaut Daniel - Chanson do'ill mot son plan e prim"", 'Arnaut Daniel - Chanson do-lh mot son plan e prim', 'Arnaut Daniel - Chanson Do Ill Mot Son Plan E Prim', 'Arnaut Daniel - Estampida Arnautz', 'Arnaut Daniel - Aarnaut daniel (a d campos)', 'Arnaut Daniel - Lo ferm voler', ""Arnaut Daniel - Chanson Do'ill Mont Son Plan E Prim"", 'Arnaut Daniel - Chanson do-ill mot son plan e prim', 'Arnaut Daniel - Canso']",Arnaut Daniel,/wiki/Arnaut_Daniel
"['Beatritz de Dia - Classical Hits of Early Music', 'Beatritz de Dia - (null)', 'Beatritz de Dia - Lux Feminæ 900-1600', 'Beatritz de Dia - Ab joi et ab joven m´apais', ""Beatritz de Dia - Chanterai d'aquestz Trobadors""]","Beatritz or Beatriz de Dia (born c. 1140 - flourished circa 1175, Provence) was the most famous of a small group of trobairitz, or female troubadours who wrote courtly songs of love during the twelfth and thirteenth centuries. <a href=""https://www.last.fm/music/Beatritz+de+Dia"">Read more on Last.fm</a>",1175,"Montélimar, Drôme, Auvergne-Rhône-Alpes, France",1225 (aged 50),148,Medieval,"['Cantigas de Santa Maria', 'Alfonso X', 'Léonin', 'Pérotin', 'Neidhart von Reuental']",[],"[""Beatritz de Dia - A chantar m'er de so qu'ieu no volria"", ""Beatritz de Dia - A chantar m'er de so qu'ieu non volria"", 'Beatritz de Dia - Estat ai en greu cossirier', ""Beatritz de Dia - A chantar m'er de so"", 'Beatritz de Dia - A chantar', 'Beatritz de Dia - Estât ai en greu cossirier', ""Beatritz de Dia - Ab joi et ab joven m'apais"", 'Beatritz de Dia - A Chantar M’er', 'Beatritz de Dia - Comtessa de Dia - A chantar', 'Beatritz de Dia - Cançó: Estat ai en greu cossirier']",Beatritz de Dia,/wiki/Beatritz_de_Dia
"['Léonin - The School of Notre Dame', 'Léonin - LEONIN / PEROTIN: Sacred Music from Notre-Dame Cathedral', 'Léonin - The History Of Classical Music - Part 1 - From Gregorian Chant To C.P.E. Bach', 'Léonin - Music of the Gothic Era', 'Léonin - Red Byrd, Magister Leoninus: Sacred Music from 12th-century Paris, Vol. 2']","Léonin (also Leoninus, Leonius, Leo) (fl. 1150s — d. ? 1201) is the first known significant composer of polyphonic organum. He was probably French, and he probably lived and worked in Paris at the Notre Dame Cathedral, and was the earliest member of the Notre Dame school of polyphony who is known by name. The name Léonin is derived from ""Leoninus,"" which is the Latin diminutive of the name Leo, thus it is likely that Léonin's given French name was Léo. <a href=""https://www.last.fm/music/+noredirect/L%C3%A9onin"">Read more on Last.fm</a>",1175,"Montélimar, Drôme, Auvergne-Rhône-Alpes, France",1225 (aged 50),6968,Medieval,"['Pérotin', 'Philippe de Vitry', 'Baude Cordier', 'Gherardello da Firenze', 'Petrus de Cruce']",[],"['Léonin - Léonin / Pérotin: Magnus Liber / Easter: Cristus resurgens - Dicant nunc (à 3) (Processional Antiphon)', 'Léonin - Viderunt omnes... (2-part organum)', 'Léonin - Viderunt omnes No. 1: Notum fecit... (2-part organum)', 'Léonin - Viderunt omnes No. 1: ...fines terre salutare dei nostri jubilate deo omnis terra (plainchant)', 'Léonin - Viderunt omnes No. 1: ...Dominus...', 'Léonin - Viderunt omnes No. 1: ...salutare suum ante conspectum gentium revelavit...', 'Léonin - Viderunt omnes No. 2: ...fines terre salutare dei nostri jubilate deo omnis terra (plainchant)', 'Léonin - Viderunt omnes No. 2: Notum fecit... (2-part organum)', 'Léonin - Viderunt omnes No. 2: ...salutare suum ante conspectum gentium revelavit...', 'Léonin - Viderunt omnes No. 2: ...Dominus...']",Léonin,/wiki/L%C3%A9onin
"['Bernart de Ventadorn - Magna Melodia - Medieval Music From The Time Of The Magna Carta', 'Bernart de Ventadorn - Minnesang - The Golden Age', 'Bernart de Ventadorn - Listen, 6th Edition [Disc 1]', 'Bernart de Ventadorn - Listen, 6th Edition (Disc 1)', 'Bernart de Ventadorn - Music of the Troubadours']","Bernart de Ventadorn (1130-1140 – 1190-1200), also known as Bernart de Ventadour, was a troubador composer and poet.  According to the troubadour Uc de Saint Circ (1217?-1253?), Bernart was possibly the son of a baker at the castle of Ventadour (Ventadorn), in Corrèze, France. Yet another source, a satirical poem written by a younger contemporary, Peire d'Alvernha, indicates that he was the son of either a servant, a soldier, or a baker, and his mother was also either a servant or a baker. <a href=""https://www.last.fm/music/Bernart+de+Ventadorn"">Read more on Last.fm</a>",1135 (age 885),"Moustier-Ventadour, Corrèze, Nouvelle-Aquitaine, France",,5986,Medieval,"['Adam de la Halle', 'Jacopo da Bologna', 'Giraut de Bornelh', 'Berenguier de Palou', 'Francesco Landini']",[],"['Bernart de Ventadorn - Quan vei la lauzeta mover', 'Bernart de Ventadorn - La dousa votz', 'Bernart de Ventadorn - Can Vei La Lauzeta / La Dousa Votz', 'Bernart de Ventadorn - Can vei la lauzeta mover', 'Bernart de Ventadorn - Vida', 'Bernart de Ventadorn - Can vei la lauzeta', 'Bernart de Ventadorn - Quan Vey La Lauzeta', ""Bernart de Ventadorn - Can l'erba"", ""Bernart de Ventadorn - Non es meravelha s'eu chan"", ""Bernart de Ventadorn - Condesa de Dia: Ab joi et ab joven m'apais""]",Bernart de Ventadorn,/wiki/Bernart_de_Ventadorn
"[""Jaufre Rudel - L'Amor de Lonh: Medieval Songs of Love and Loss"", 'Jaufre Rudel - Music of the Troubadours', 'Jaufre Rudel - Undrentide', 'Jaufre Rudel - Cantigas', 'Jaufre Rudel - Saariaho, K.: 6 Japanese Gardens / Pres / Lonh']","Jaufre Rudel, Prince of Blaye, was a troubadour of the early to mid twelfth century, who probably died during the Second Crusade, in or after 1147. He is noted for developing the theme of ""love from afar"" (amor de lonh or l'amour de loin) in his songs.  Very little is known about his life, but a reference to him in a contemporary song by Marcabru describes him as being oltra mar – across the sea, i.e. on the Second Crusade in 1147. According to his legendary Vida <a href=""https://www.last.fm/music/Jaufre+Rudel"">Read more on Last.fm</a>",1125,,1148 (aged 23),1411,Medieval,"['Berenguier de Palou', 'Giraut de Bornelh', 'Raimon de Miraval', 'Guiraut Riquier', 'Ramon Llull']",[],"['Jaufre Rudel - Lanquan li jorn', 'Jaufre Rudel - Quan lo rius de la fontana', 'Jaufre Rudel - La Passion Du Jeu: Decius', 'Jaufre Rudel - Vida: Prologue terra tremuit', 'Jaufre Rudel - Six Songs: Quan lo rius de la fontana', 'Jaufre Rudel - Six Songs: Pro ai del chan essenhadors', 'Jaufre Rudel - Six Songs: Lanquan li jorn son lonc en mai', 'Jaufre Rudel - Six Songs: Dansa', 'Jaufre Rudel - Six Songs: No sap chantar qui so non di', 'Jaufre Rudel - Lonh']",Jaufre Rudel,/wiki/Jaufre_Rudel
"['Hildegard von Bingen - HILDEGARD VON BINGEN: Heavenly Revelations', 'Hildegard von Bingen - The Origin of Fire - Music and Visions of Hildegard von Bingen', 'Hildegard von Bingen - Lux Vivens', 'Hildegard von Bingen - Roots', 'Hildegard von Bingen - Hildegard von Bingen - Canticles Of Ecstasy']","Saint Hildegard of Bingen (German: von Bingen, Latin: Bingensis) (September 16, 1098 - September 17, 1179) was a German magistra, monastic leader, mystic, author, and composer of music.  Hildegard was born into a family of nobles in the service of the counts of Sponheim, close relatives of the Hohenstaufen emperors. Because she was a tenth child, and a sickly one from birth, and also perhaps as a political move, at the age of eight Hildegard's parents sent her as a tithe to the church. <a href=""https://www.last.fm/music/Hildegard+von+Bingen"">Read more on Last.fm</a>",16 September 1098,"Bermersheim, Alzey-Worms, Rheinland-Pfalz, Germany",17 September 1179 (aged 81),70351,Medieval,"['Giovanni Pierluigi da Palestrina', 'Guillaume de Machaut', 'Anonymous', 'The Hilliard Ensemble', 'Anonymous 4']",[],"['Hildegard von Bingen - O Pastor Animarum', 'Hildegard von Bingen - O Viridissima Virga', 'Hildegard von Bingen - O Euchari', 'Hildegard von Bingen - Antiphon, O quam mirabilis est', 'Hildegard von Bingen - Ave Generosa', 'Hildegard von Bingen - Vision (O Euchari In Leta Via)', 'Hildegard von Bingen - O Ignis Spiritus', 'Hildegard von Bingen - O Vis Aeternitatis', 'Hildegard von Bingen - Alleluia, O Virga Mediatrix', 'Hildegard von Bingen - Laus Trinitati']",Hildegard von Bingen,/wiki/Hildegard_von_Bingen
"['Marcabru - Magna Melodia - Medieval Music From The Time Of The Magna Carta', 'Marcabru - Music Of The Crusades', 'Marcabru - Аэростат vol. 124', 'Marcabru - Medieval Music (The Cross of Red - Music of Love and War From the Time of the Crusades)(New Orleans Musica Da Camera)', 'Marcabru - Troubadours']","Marcabru (fl. 1130-1150) is one of the earliest troubadours whose poems are known. There is no certain information about him; the two vidas attached to his poems tell different stories, and both are evidently built on hints in the poems, not on independent information.  According to the brief life in MS. BNF 12473 Marcabrun was from Gascony (details of the dialect of his poems support this) and was the son of a poor woman named Marcabruna. He made bad poems and bad satires, and spoke evil of women and of love. <a href=""https://www.last.fm/music/Marcabru"">Read more on Last.fm</a>",16 September 1098,"Bermersheim, Alzey-Worms, Rheinland-Pfalz, Germany",17 September 1179 (aged 81),1736,Medieval,"['Gaucelm Faidit', 'Blondel De Nesle', 'Thibaut de Champagne', 'Raimbaut de Vaqueiras', 'Bertran de Born']",[],"[""Marcabru - L'Autrier Jost'un Sebissa"", 'Marcabru - Pax in nomine Domini', 'Marcabru - Pax in nomine Domini!', ""Marcabru - L'autrier jost'una sebissa"", 'Marcabru - Palestina', ""Marcabru - L'autrier, just una sebissa"", 'Marcabru - Vida', 'Marcabru - Emperaire, Per Mi Mezeis', ""Marcabru - L'autrier (Pastourelle)"", ""Marcabru - L'autrier, just'una sebissa""]",Marcabru,/wiki/Marcabru
